259,"83,6,1,8",Bi(C2H3O2)3,bismuth(III) acetate,3/30/2022 9:01,3/30/2022 9:01
260,"83,6,1,8",BiC6H5O7,bismuth(III) citrate,3/30/2022 9:01,3/30/2022 9:01
261,"83,17",BiCl3,bismuth(III) chloride,3/30/2022 9:01,3/30/2022 9:01
262,"83,9",BiF3,bismuth(III) fluoride,3/30/2022 9:01,3/30/2022 9:01
263,"83,53",BiI3,bismuth(III) iodide,3/30/2022 9:01,3/30/2022 9:01
264,"83,7,8,1,8",Bi(NO3)3�5H2O,bismuth(III) nitrate pentahydrate,3/30/2022 9:01,3/30/2022 9:01
265,"83,8,17",BiOCl,bismuth(III) oxychloride,3/30/2022 9:01,3/30/2022 9:01
266,"83,8,53",BiOI,bismuth(III) oxyiodide,3/30/2022 9:01,3/30/2022 9:01
267,"83,8,6,8",(BiO)2CO3,bismuth oxycarbonate,3/30/2022 9:01,3/30/2022 9:01
268,"83,15,8",BiPO4,bismuth(III) orthophosphate,3/30/2022 9:01,3/30/2022 9:01
269,"83,23,8",Bi(VO3)5,bismuth(III) metavanadate,3/30/2022 9:01,3/30/2022 9:01
270,"83,34",Bi2Se3,bismuth(III) selenide,3/30/2022 9:01,3/30/2022 9:01
271,"83,34",Bi2Se3,bismuth selenide,3/30/2022 9:01,3/30/2022 9:01
272,"83,42,8",Bi2(MoO4)3,bismuth(III) molybdate,3/30/2022 9:01,3/30/2022 9:01
273,"83,8",Bi2O3,bismuth(III) oxide,3/30/2022 9:01,3/30/2022 9:01
274,"83,16",Bi2S3,bismuth(III) sulfide,3/30/2022 9:01,3/30/2022 9:01
275,"83,16",Bi2S3,bismuthinite,3/30/2022 9:01,3/30/2022 9:01
276,"83,34",Bi2Se3,bismuth(III) selenide,3/30/2022 9:01,3/30/2022 9:01
277,"35,17",BrCl,bromine chloride,3/30/2022 9:01,3/30/2022 9:01
278,"35,8",BrO3?,bromate ion,3/30/2022 9:01,3/30/2022 9:01
279,35,Br2,bromine,3/30/2022 9:01,3/30/2022 9:01
280,"6,17,9",CCl2F2,dichlorodifluoromethane,3/30/2022 9:01,3/30/2022 9:01
281,"6,17,9",CCl2F2,freon-12,3/30/2022 9:01,3/30/2022 9:01
282,"6,17",CCl4,carbon tetrachloride,3/30/2022 9:01,3/30/2022 9:01
283,"6,17",CCl4,tetrachloromethane,3/30/2022 9:01,3/30/2022 9:01
284,"6,9,17",CFCl3,freon-11,3/30/2022 9:01,3/30/2022 9:01
285,"6,9,17,6,9,17",CFCl2CF2Cl,freon-13,3/30/2022 9:01,3/30/2022 9:01
286,"6,1,17",CHCl3,chloroform,3/30/2022 9:01,3/30/2022 9:01
287,"6,1,17",CHCl3,trichloromethane,3/30/2022 9:01,3/30/2022 9:01
288,"6,1,17",CHCl3,methyl trichloride,3/30/2022 9:01,3/30/2022 9:01
